Roaster,Product Name,Origin,Process,Roast Level,Format,Weight (g),Price (Toman),Price / 100g,Specialty Score,In Stock?,Categories,Product URL,Description
Cafe Raees,فوم ساز بیالتی,,,,,,7990000,,,True,ابزار دم آوری; فروشگاه آنلاین; فوم ساز,https://raeescoffee.com/product/%d9%81%d9%88%d9%85-%d8%b3%d8%a7%d8%b2-%d8%a8%db%8c%d8%a7%d9%84%d8%aa%db%8c/,"اگر طرفدار کاپوچینو و کافه لاته هستید، به سادگی توسط این ابزار می‌توانید در سفر، منزل و محل کار یک فنجان قهوه جذاب داشته باشید. 
  عملکرد فوم ساز بیالتی Cappuccinatore 330 میلی لیتر  
ابتدا درپوش را کنار گذاشته شیر سرد را داخل ظرف بریزید سپس آن را روی گاز قرار دهید به محض گرم شدن شیر آن را از روی شعله برداشته و با گذاشتن درپوش اهرم آن را چندین بار به سمت بالا و پایین هدایت کنید و در آخر فوم شیر را"
Cafe Raees,موكاپات بيالتي مینی اکسپرس,,,,,,7480000,,,True,ابزار دم آوری; فروشگاه آنلاین; موکاپات,https://raeescoffee.com/product/%d9%85%d9%88%d9%83%d8%a7%d9%be%d8%a7%d8%aa-%d8%a8%d9%8a%d8%a7%d9%84%d8%aa%d9%8a-%d9%85%db%8c%d9%86%db%8c-%d8%a7%da%a9%d8%b3%d9%be%d8%b1%d8%b3-2/,موکاپات وسيله‌ای است كه به كمك شعله گاز، حرارت و يا به صورت الكتريكی، برای دم كردن قهوه استفاده می‌شود. مكانيزم آن به اين صورت است كه آب داغ با فشاری نسبی و به كمك بخار آب، از سطح قهوه می‌گذرد. اين دستگاه توسط مخترعی ايتاليايی با نام آلفونسو بيالتی Alfonso Bialetti در سال ١٩٣٣ ساخته شد و به سرعت تبديل به يكی از اجزای اصلی فرهنگ ايتاليايی شد. كمپانی بيالتی به توليد اين محصول با نام &#8220;موكا اكسپ
Cafe Raees,موكاپات بيالتی موکا اکسپرس 1 کاپ,,,,,,5600000,,,True,ابزار دم آوری; فروشگاه آنلاین; موکاپات,https://raeescoffee.com/product/%d9%85%d9%88%d9%83%d8%a7%d9%be%d8%a7%d8%aa-%d8%a8%d9%8a%d8%a7%d9%84%d8%aa%db%8c-%d9%85%d9%88%da%a9%d8%a7-%d8%a7%da%a9%d8%b3%d9%be%d8%b1%d8%b3-1-%da%a9%d8%a7%d9%be/,موکاپات وسيله‌ای است كه به كمك شعله گاز، حرارت و يا به صورت الكتريكی، برای دم كردن قهوه استفاده می‌شود. مكانيزم آن به اين صورت است كه آب داغ با فشاری نسبی و به كمك بخار آب، از سطح قهوه می‌گذرد. اين دستگاه توسط مخترعی ايتاليايی با نام آلفونسو بيالتی Alfonso Bialetti در سال ١٩٣٣ ساخته شد و به سرعت تبديل به يكی از اجزای اصلی فرهنگ ايتاليايی شد. كمپانی بيالتی به توليد اين محصول با نام &#8220;موكا اكسپ
Cafe Raees,فوم شیرساز بیالتی توتوکریم,,,,,,6970000,,,True,ابزار دم آوری; فروشگاه آنلاین; فوم ساز,https://raeescoffee.com/product/%d9%81%d9%88%d9%85-%d8%b4%db%8c%d8%b1%d8%b3%d8%a7%d8%b2-%d8%a8%db%8c%d8%a7%d9%84%d8%aa%db%8c-%d8%aa%d9%88%d8%aa%d9%88%da%a9%d8%b1%db%8c%d9%85/,"اگر طرفدار کاپوچینو و کافه لاته هستید، به سادگی توسط این ابزار می‌توانید در سفر، منزل و محل کار یک فنجان قهوه جذاب داشته باشید. 
عملکرد فوم شیر ساز بیالتی توتوکریم 
ابتدا درپوش را کنار گذاشته شیر سرد را داخل ظرف بریزید سپس آن را روی گاز قرار دهید به محض گرم شدن شیر آن را از روی شعله برداشته و با گذاشتن درپوش اهرم آن را چندین بار به سمت بالا و پایین هدایت کنید و در آخر فوم شیر را به&#8221;خرید قهوه"
Cafe Raees,فوم شیرساز دستی بیالتی مشکی 6 کاپ,,,,,,5950000,,,True,ابزار دم آوری; فروشگاه آنلاین; فوم ساز,https://raeescoffee.com/product/%d9%81%d9%88%d9%85-%d8%b4%db%8c%d8%b1%d8%b3%d8%a7%d8%b2-%d8%af%d8%b3%d8%aa%db%8c-%d8%a8%db%8c%d8%a7%d9%84%d8%aa%db%8c-%d9%85%d8%b4%da%a9%db%8c-6-%da%a9%d8%a7%d9%be/,"اگر طرفدار کاپوچینو و کافه لاته هستید، به سادگی توسط این ابزار می‌توانید در سفر، منزل و محل کار یک فنجان قهوه جذاب داشته باشید. 
عملکرد فوم شیر ساز دستی بیالتی مشکی 
ابتدا درپوش را کنار گذاشته شیر سرد را داخل ظرف بریزید سپس آن را روی گاز قرار دهید به محض گرم شدن شیر آن را از روی شعله برداشته و با گذاشتن درپوش اهرم آن را چندین بار به سمت بالا و پایین هدایت کنید و در آخر فوم شیر را به&#8221;خرید قهو"
Cafe Raees,موكاپات بيالتي داما 3 نفره,,,,,,6300000,,,True,ابزار دم آوری; فروشگاه آنلاین; موکاپات,https://raeescoffee.com/product/%d9%85%d9%88%d9%83%d8%a7%d9%be%d8%a7%d8%aa-%d8%a8%d9%8a%d8%a7%d9%84%d8%aa%d9%8a-%d8%af%d8%a7%d9%85%d8%a7-3%d9%86%d9%81%d8%b1%d9%87/,"موکاپات بیالتی داما یک اسپرسوساز روگازی شیک و کاربردی است که قهوه‌ای غلیظ و خوش‌عطر را به روش سنتی ایتالیایی آماده می‌کند. این موکاپات با بدنه‌ی استیل ضدزنگ و طراحی مدرن، انتخابی ایده‌آل برای کسانی است که هم به طعم قهوه اهمیت می‌دهند و هم به ظاهر لوازم آشپزخانه. 
 موکاپات بیالتی داما از استیل باکیفیت ساخته شده و مقاومت بالایی در برابر حرارت دارد. این محصول برای استفاده روی انواع اجاق گاز مناسب است"
Cafe Raees,موكاپات بيالتي  برقی 3 کاپ,,,,,,22100000,,,True,ابزار دم آوری; فروشگاه آنلاین; موکاپات,https://raeescoffee.com/product/%d9%85%d9%88%d9%83%d8%a7%d9%be%d8%a7%d8%aa-%d8%a8%d9%8a%d8%a7%d9%84%d8%aa%d9%8a-%d8%a8%d8%b1%d9%82%db%8c-3-%da%a9%d8%a7%d9%be/,"موکاپات وسيله‌ای است كه به كمك شعله گاز، حرارت و يا به صورت الكتريكی، برای دم كردن قهوه استفاده می‌شود. مكانيزم آن به اين صورت است كه آب داغ با فشاری نسبی و به كمك بخار آب، از سطح قهوه می‌گذرد. اين دستگاه توسط مخترعی ايتاليايی با نام آلفونسو بيالتی Alfonso Bialetti در سال ١٩٣٣ ساخته شد و به سرعت تبديل به يكی از اجزای اصلی فرهنگ ايتاليايی شد. 
اين وسيله هم اكنون به عنوان يكی از مرسوم‌ترين و متداول‌"
Cafe Raees,موكاپات بيالتي رینبو 6 کاپ,,,,,,8160000,,,True,ابزار دم آوری; فروشگاه آنلاین; موکاپات,https://raeescoffee.com/product/%d9%85%d9%88%d9%83%d8%a7%d9%be%d8%a7%d8%aa-%d8%a8%d9%8a%d8%a7%d9%84%d8%aa%d9%8a-%d8%b1%db%8c%d9%86%d8%a8%d9%88-6-%da%a9%d8%a7%d9%be/,"موکاپات وسيله‌ای است كه به كمك شعله گاز، حرارت و يا به صورت الكتريكی، برای دم كردن قهوه استفاده می‌شود. مكانيزم آن به اين صورت است كه آب داغ با فشاری نسبی و به كمك بخار آب، از سطح قهوه می‌گذرد. اين دستگاه توسط مخترعی ايتاليايی با نام آلفونسو بيالتی Alfonso Bialetti در سال ١٩٣٣ ساخته شد و به سرعت تبديل به يكی از اجزای اصلی فرهنگ ايتاليايی شد. 
اين وسيله هم اكنون به عنوان يكی از مرسوم‌ترين و متداول‌"
Cafe Raees,ساک پارچه ای جیب دار,,,,,,680000,,,True,ساک پارچه ای; فروشگاه آنلاین; فلاسک / ماگ / ساک پارچه ای,https://raeescoffee.com/product/%d8%b3%d8%a7%da%a9-%d9%be%d8%a7%d8%b1%da%86%d9%87-%d8%a7%db%8c-%d8%ac%db%8c%d8%a8-%d8%af%d8%a7%d8%b1/,"با استفاده از این محصول اقدامی کاربردی برای مقابله با حجم زباله های پلاستیکی در طبیعت انجام می دهیم. ساکهای پارچه ای رییس محصولی اجتماعی هستند که در راستای حمایت و اشتغال زایی، توسط زنان و مادران سرپرست خانوار دوخته می شوند. 
یار سبز زمین باشیم.   
 جنس: الیاف طبیعی سه لا برزنت 
 
 
 طول:  ۳۱ سانتی متر  
 
 
 ارتفاع:  ۵۰ سانتی متر  
 
 
 شستشو:  برای حفظ کیفیت پشت و رو کنید و با آب سرد بشویید"
Cafe Raees,ساک پارچه ای اریگامی,,,,,,580000,,,True,ساک پارچه ای; فروشگاه آنلاین; فلاسک / ماگ / ساک پارچه ای,https://raeescoffee.com/product/%d8%b3%d8%a7%da%a9-%d9%be%d8%a7%d8%b1%da%86%d9%87-%d8%a7%db%8c-%d8%a7%d8%b1%db%8c%da%af%d8%a7%d9%85%db%8c/,"با استفاده از این محصول اقدامی کاربردی برای مقابله با حجم زباله های پلاستیکی در طبیعت انجام می دهیم. ساکهای پارچه ای رییس محصولی اجتماعی هستند که در راستای حمایت و اشتغال زایی، توسط زنان و مادران سرپرست خانوار دوخته می شوند. 
یار سبز زمین باشیم.   
 جنس: الیاف طبیعی سه لا برزنت 
 
 
 طول:  ۳۵ سانتی متر  
 
 
 ارتفاع :  ۶۲ سانتی متر  
 
 
 شستشو:  برای حفظ کیفیت پشت و رو کنید و با آب سرد بشویید"
Cafe Raees,قهوه مدیوم پریمیوم ۵۰۰ گرمی(۱۰۰٪ آرابیکا),Colombia,,Medium,Whole bean,500.0,2300000,460000.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; هورکا (سین),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d9%85%d8%af%db%8c%d9%88%d9%85-%d9%be%d8%b1%db%8c%d9%85%db%8c%d9%88%d9%85-%db%b5%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c%db%b8%db%b0%d9%aa-%d8%a7%d8%b1%d8%a7%d8%a8%db%8c%da%a9/,"مدیوم پریمیوم،ترکیبی از ۱۰۰٪ دانه های ارابیکاست که طعمی دلنشین و اسیدیته ی متعادل را ارائه می دهد. 
 این قهوه با طعم لطیف و رایحه ای خوشایند،مناسب برای کسانی است که به دنبال یک تجربه ملایم و با کیفیت از قهوه هستند.مدیوم پریمیوم انتخابی ایده آل برای لذت بردن در هر لحظه از روز است و در بسته بندی های مطمئن و با کیفیت قابل ارائه میباشد."
Cafe Raees,قهوه های-کافئین ۵۰۰ گرمی(۱۰۰٪ روبوستا),Vietnam,,,Whole bean,500.0,1150000,230000.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; هورکا (سین),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d9%87%d8%a7%db%8c-%da%a9%d8%a7%d9%81%d8%a6%db%8c%d9%86-%db%b5%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c%db%b1%db%b0%db%b0%d9%aa-%d8%b1%d9%88%d8%a8%d9%88%d8%b3%d8%aa%d8%a7/,"های-کافئین  از ۱۰۰٪ دانه های ربوستا تهیه شده و با کافئین بالا،طعم قوی و انرژی مضاعفی را به همراه دارد. 
 این قهوه گزینه ای مناسب برای آمیختن دانه های قهوه با ذائقه مورد نظرتان است.بسته بندی حرفه ای،تازگی و کیفیت دانه ها را حفظ کرده و آن را برای استفاده مناسب میسازد."
Cafe Raees,قهوه اسپرسو بلِند ۲۵۰ گرمی(۸۰٪ آرابیکا،۲۰٪ ربوستا ),,,,Whole bean,250.0,1350000,540000.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; قهوه اسپرسو بلِند (۸۰٪ آرابیکا/۲۰٪ ربوستا),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d8%a7%d8%b3%d9%be%d8%b1%d8%b3%d9%88-%d8%a8%d9%84%d9%90%d9%86%d8%af-%db%b2%db%b5%db%b0-%da%af%d8%b1%d9%85%db%8c/,"اسپرسو بلِند Espresso Blend  
 اساس تئوری آمیختگی (blending)، ایجاد لایه‌ھایی از طعم‌ھاست که به خوبی در دم کردن قهوه اسپرسو احساس می‌شوند. این لایه‌بندی اجازه می‌دھد تا رُستِر بتواند تعادل حسی را در اسیدتی، شیرینی و تلخی یک قھوه کنترل کند. این محصول آمیخته‌ای (blend) از دانه‌ھای مرغوب کشت شده از آفریقا و آمریکای جنوبی است. اگر علاقه به کاپوچینو یا کافه لاته دارید،   قهوه اسپرسو بلند   گزینه من"
Cafe Raees,پيمانه چوبى دست ساز رنگ تیره,,,Dark,,,,,,True,ابزار دم آوری; پيمانه چوبى دست ساز; فروشگاه آنلاین,https://raeescoffee.com/product/%d9%be%d9%8a%d9%85%d8%a7%d9%86%d9%87-%da%86%d9%88%d8%a8%d9%89-%d8%af%d8%b3%d8%aa-%d8%b3%d8%a7%d8%b2-%d8%b1%d9%86%da%af-%d8%aa%db%8c%d8%b1%d9%87/,"پیمانه چوبی قهوه   
   پيمانه چوبى  ، توسط مجموعه رئيس به تعداد محدود، دست ساز و از چوپ راش تهيه شده است. پيمانه طورى طراحى شده، كه مى‌توانيد از آن به عنوان گيره درب پاكت قهوه نيز استفاده كنيد كه اين امر باعث جلوگيرى از خارج شدن عطر قهوه خواهد شد.   
 گوناگونی:  رئیس  
 
 
 شستشو:  براي ماشين ظرفشويی مناسب نيست  
 
 
 جنس:  چوب  
 
 
 ظرفیت:  ٥ گرم سر تخت/١٠ گرم سر پر قهوه آسياب  
 
 
 قابلیت و عم"
Cafe Raees,قهوه رئیس بلند ۱ کیلو گرمی(۱۰۰٪ آرابیکا),,,,Whole bean,1000.0,8900000,890000.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; قهوه رئیس بلِند (۱۰۰٪ آرابیکا),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d8%b1%d8%a6%db%8c%d8%b3-%d8%a8%d9%84%d9%86%d8%af-%db%b1-%da%a9%db%8c%d9%84%d9%88-%da%af%d8%b1%d9%85%db%8c/,"رئیس   بلند  Raees Blend  
 آمیختن قهوه (Blending) هنری است زیبا که دانه‌های قهوه را از مناطق مختلف با هم پیوند می‌دهد تا کیفیت هر یک را ارتقا بخشد. رسترها قهوه‌هایی را انتخاب می‌کنند که از جهات مختلف مکمل یکدیگر هستند.   قهوه رئیس بلند   حاصل آمیختن دانه‌های مرغوب آمریکای لاتین است. 
    دانلود کاتالوگ قهوه     
 ‫‪Sweetness‬‬:  Medium  
 
 
 درجه رُست:  مدیوم  
 
 
 Bitterness:  Medium  
 
 
 Cu"
Cafe Raees,قهوه هاوس ‌بلند ۱ کیلوگرمی(۱۰۰٪ آرابیکا),,,,Whole bean,1000.0,5850000,585000.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; قهوه هاوس بلِند (۱۰۰٪ آرابیکا),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d9%87%d8%a7%d9%88%d8%b3-%d8%a8%d9%84%d9%86%d8%af-%db%b1-%da%a9%db%8c%d9%84%d9%88%da%af%d8%b1%d9%85%db%8c/,"ھاوس بلند House Blend  
 این محصول قهوه‌ای آمیخته (blend) است که از لحاظ طعم، غلظت و رایحه، توانایی و تخصص رُستر را نشان می‌دهد. این قهوه ترکیبی از دانه‌های مرغوب آمریکای لاتین است که پس از رُست شدن به رنگ شاه‌ بلوط تیره و درخشان در می‌آید. اگر علاقه به کاپوچینو یا کافه لاته دارید،   قهوه هاوس بلند   گزینه مناسبی است. 
    دانلود کاتالوگ قهوه     
 ‫‪Sweetness‬‬:  Medium  
 
 
 درجه رُست:  مدیوم  "
Cafe Raees,قهوه هاوس ‌بلند۳ کیلوگرمی(۱۰۰٪ آرابیکا),,,,Whole bean,3000.0,17400000,580000.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; قهوه هاوس بلِند (۱۰۰٪ آرابیکا),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d9%87%d8%a7%d9%88%d8%b3-%d8%a8%d9%84%d9%86%d8%af%db%b3-%da%a9%db%8c%d9%84%d9%88%da%af%d8%b1%d9%85%db%8c/,"ھاوس بلند House Blend  
 قهوه هاوس ‌بلند۳ کیلوگرمی، قهوه‌ای آمیخته (blend) است که از لحاظ طعم، غلظت و رایحه، توانایی و تخصص رُستر را نشان می‌دهد. این قهوه ترکیبی از دانه‌های مرغوب آمریکای لاتین است که پس از رُست شدن به رنگ شاه‌ بلوط تیره و درخشان در می‌آید. اگر علاقه به کاپوچینو یا کافه لاته دارید،   قهوه هاوس بلند   گزینه مناسبی است. 
    دانلود کاتالوگ قهوه     
 ‫‪Sweetness‬‬:  Medium  
 
 
 در"
Cafe Raees,پيمانه چوبى دست ساز رنگ روشن,,,Light,,,,,,True,ابزار دم آوری; پيمانه چوبى دست ساز; فروشگاه آنلاین,https://raeescoffee.com/product/%d9%be%d9%8a%d9%85%d8%a7%d9%86%d9%87-%da%86%d9%88%d8%a8%d9%89-%d8%af%d8%b3%d8%aa-%d8%b3%d8%a7%d8%b2-%d8%b1%d9%86%da%af-%d8%b1%d9%88%d8%b4%d9%86/,"پیمانه چوبی قهوه   
   پيمانه چوبى  ، توسط مجموعه رئيس به تعداد محدود، دست ساز و از چوپ راش تهيه شده است. پيمانه طورى طراحى شده، كه مى‌توانيد از آن به عنوان گيره درب پاكت قهوه نيز استفاده كنيد كه اين امر باعث جلوگيرى از خارج شدن عطر  قهوه  خواهد شد.   ظرفیت: ٥ گرم سر تخت/١٠ گرم سر پر قهوه آسياب"
Cafe Raees,قهوه رئیس بلند ۳ کیلو گرمی(۱۰۰٪ آرابیکا),,,,Whole bean,3000.0,26600000,886667.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; قهوه رئیس بلِند (۱۰۰٪ آرابیکا),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d8%b1%d8%a6%db%8c%d8%b3-%d8%a8%d9%84%d9%86%d8%af-%db%b3-%da%a9%db%8c%d9%84%d9%88-%da%af%d8%b1%d9%85%db%8c/,"رئیس  بلند  Raees Blend  
 آمیختن قهوه (Blending) هنری است زیبا که دانه‌های قهوه را از مناطق مختلف با هم پیوند می‌دهد تا کیفیت هر یک را ارتقا بخشد. رسترها قهوه‌هایی را انتخاب می‌کنند که از جهات مختلف مکمل یکدیگر هستند.   قهوه رئیس بلند   حاصل آمیختن دانه‌های مرغوب آمریکای لاتین است. 
    دانلود کاتالوگ قهوه     
 ‫‪Sweetness‬‬:  Medium  
 
 
 درجه رُست:  مدیوم  
 
 
 Bitterness:  Medium  
 
 
 Cup"
