Roaster,Product Name,Origin,Process,Roast Level,Format,Weight (g),Price (Toman),Price / 100g,Specialty Score,In Stock?,Categories,Product URL,Description
Cafe Raees,زیپ بگ کلمبیا ۴۰۰ سی سی,Colombia,,,,,,,,True,زیپ کاپ / زیپ بگ,https://raeescoffee.com/product/%d8%b2%db%8c%d9%be-%d8%a8%da%af-%db%b4%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c/,"زیپ بگ چیست؟ این محصول قهوه دمی است و به شما این امکان را می دهد که تنها با استفاده از آب داغ، قهوه استاندارد را در ساده ترین و سریع ترین زمان دم آوری و نوش جان کنید. مناسب برای استفاده درمنزل، سفر و محل کار. 
 از قهوه ی کلمبیا به عنوان قهوه ای با غلظت متوسط همراه با طعم غنی و اسیدیتی متعادل یاد می کنند. همچنین قهوه کلمبیا به دلیل گوارا بودن شناخته شده است، شاخصه ای که آن را در بسیاری از کشورهای ج"
Cafe Raees,زیپ بگ کلمبیا ۲۵۰ سی سی,Colombia,,,,,,,,True,زیپ کاپ / زیپ بگ,https://raeescoffee.com/product/%d8%b2%db%8c%d9%be-%d8%a8%da%af-%db%b2%db%b5%db%b0-%da%af%d8%b1%d9%85%db%8c/,"زیپ بگ چیست؟ این محصول قهوه دمی است و به شما این امکان را می دهد که تنها با استفاده از آب داغ، قهوه استاندارد را در ساده ترین و سریع ترین زمان دم آوری و نوش جان کنید. مناسب برای استفاده درمنزل، سفر و محل کار. 
 از قهوه ی کلمبیا به عنوان قهوه ای با غلظت متوسط همراه با طعم غنی و اسیدیتی متعادل یاد می کنند. همچنین قهوه کلمبیا به دلیل گوارا بودن شناخته شده است، شاخصه ای که آن را در بسیاری از کشورهای ج"
Cafe Raees,زیپ کاپ کلمبیا ۲۵ عددی,Colombia,,,,,2300000,,,False,زیپ کاپ / زیپ بگ; فروشگاه آنلاین,https://raeescoffee.com/product/%d8%b2%db%8c%d9%be-%da%a9%d8%a7%d9%be-%db%b2%db%b5-%d8%b9%d8%af%d8%af%db%8c/,"توضیحات تکمیلی زیپ کاپ  
 
   قهوه‌ ی زیپ کاپ محصولی جدید از کارخانه‌ی رئیس است، این قهوه فاقد هرگونه شکر و نگهدارنده می‌باشد و هدف تولید این محصول وجود قهوه‌ای فوری ولی حرفه‌ای برای علاقه مندان به قهوه می‌باشد.زیپ کاپ به مصرف کنندگان قهوه کمک می‌کند تا قهوه دمی با کیفیت را در هر مکان، موقعیت در سریع‌ترین زمان تجربه کنند.قهوه‌ی مورد استفاده در زیپ‌کاپ، کلمبیای سوپریمو می‌باشد، سوپریمو اشاره به اند"
Cafe Raees,دانه قهوه اسپشیالتی گیشا,Ethiopia,,,Whole bean,80.0,,,,True,اسپشیالتی; جعبه هدیه; رئیس; فروشگاه آنلاین,https://raeescoffee.com/product/%d8%af%d8%a7%d9%86%d9%87-%d9%82%d9%87%d9%88%d9%87-%d8%a7%d8%b3%d9%be%d8%b4%db%8c%d8%a7%d9%84%d8%aa%db%8c-%da%af%db%8c%d8%b4%d8%a7/,روستای گیشا به یک منطقه‌ای در اتیوپی اشاره دارد که به دلیل پرورش دانه‌های با کیفیت بسیار بالا و نژاد خاص قهوه‌ای که در آنجا رشد میکند شهرت جهانی پیدا کرده است. گیشا ویلیج در نزدیکی مرز غربی اتیوپی با سودان قرار دارد و به دلیل ارتفاع بالا و شرایط آب و هوایی منحصربه فرد محیط مناسبی برای کشت قهوه فراهم کرده است. این نژاد در دهه ۱۹۳۰ کشف شد و بعدا به سایر مناطق به ویژه پاناما منتقل شد. دانه‌های گِیشا 
Cafe Raees,دانه قهوه اسپشیالتی تامارا,Colombia,,,Whole bean,80.0,,,,True,اسپشیالتی; جعبه هدیه; خرید آنلاین قهوه; رئیس; فروشگاه آنلاین,https://raeescoffee.com/product/%d8%af%d8%a7%d9%86%d9%87-%d9%82%d9%87%d9%88%d9%87-%d8%a7%d8%b3%d9%be%d8%b4%db%8c%d8%a7%d9%84%d8%aa%db%8c-%d8%aa%d8%a7%d9%85%d8%a7%d8%b1%d8%a7/,در دل کوهستان‌های مه‌آلود کلمبیا، در منطقه‌ای از کلمبیا به نام تامارا، داستانی درباره قهوه‌های خاص و منحصربه‌فرد روایت می‌شود که با عشق و تلاش کشاورزان محلی به دنیا می‌آید. تامارا یکی از مناطق زیبای کلمبیا، با تپه‌های سرسبز و خاک حاصلخیزش، مکان ایده‌آلی برای پرورش دانه‌های قهوه با کیفیت است. این منطقه که در ارتفاعات قرار دارد. دارای شرایط آب و هوایی مناسب و خاک غنی از مواد معدنی است که به پرورش دا
Cafe Raees,گواتمالا ۱کیلوگرمی(۱۰۰% آرابیکا),Guatemala,,,Whole bean,1000.0,,,,True,خرید آنلاین قهوه; قهوه گواتمالا (۱۰۰٪ آرابیکا),https://raeescoffee.com/product/%da%af%d9%88%d8%a7%d8%aa%d9%85%d8%a7%d9%84%d8%a7/,"طیف گسترده‌ای از طعم‌ها در قهوه گواتمالا وجود دارند. این قهوه با غلظت متوسط تا زیاد، دارای عمق و پیچیدگی در طعم است. قهوه گواتمالا، معنای واقعی قهوه آمریکای مرکزی هستند.    ویژگی ها  
 ‫‪Growing Altitude: ‫‪900-1650 ‫‪m.a.s.l 
 process: Semi Washed 
 درجه رُست: مدیوم 
 ‫‪Sweetness: Medium 
 Cupping note: Date , Chocolate , Caramel 
 ‫‪Bitterness: Medium 
 ‫‪Acidity: Medium 
 ابعاد: 35x15x9 cm 
 وز"
Cafe Raees,قهوه اکو ۱۰/۹۰ ۵۰۰ گرمی(۹۰٪روبوستا،۱۰٪ارابیکا),Vietnam,,,Whole bean,500.0,,,,True,خرید آنلاین قهوه; فروشگاه آنلاین; هورکا (سین),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d8%a7%da%a9%d9%88-%db%b5%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c%db%b9%db%b0%d9%aa%d8%b1%d9%88%d8%a8%d9%88%d8%b3%d8%aa%d8%a7%d8%8c%db%b1%db%b0%d9%aa/,"در این ترکیب، ۹۰٪ ربوستا و ۱۰٪ ارابیکا کنار هم قرار گرفته‌اند تا قهوه‌ای قدرتمند اما متعادل خلق کنند. بادی بالا و کرمای خامه ای با ته‌طعمی لطیف همراه است و فنجانی پرعطر و انرژی‌بخش به شما می‌دهد. مناسب برای اسپرسوهای روزانه در کافه یا خانه.   خاستگاه:آرابیکا کلمبیا ربوستا ویتنام 
 روست:مدیوم 
 طعم:شکلات تلخ مرکباتی لیمو"
Cafe Raees,هورکا اندونزی ۵۰۰ گرمی(۱۰۰٪ روبوستا),Indonesia,,,Whole bean,500.0,,,,True,خرید آنلاین قهوه; فروشگاه آنلاین; هورکا (سین),https://raeescoffee.com/product/%d9%87%d9%88%d8%b1%da%a9%d8%a7-%d8%a7%d9%86%d8%af%d9%88%d9%86%d8%b2%db%8c-%db%b5%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c%db%b1%db%b0%db%b0%d9%aa-%d8%b1%d9%88%d8%a8%d9%88%d8%b3%d8%aa%d8%a7/,"قهوه‌ای از دانه‌های ۱۰۰٪ ربوستای اصیل اندونزی، با  طعمی قوی و ماندگار. کرمایی غلیظ و بافتی سنگین دارد و برای اسپرسوهایی که باید پرانرژی و ثابت‌کیفیت باشند، انتخابی مطمئن است. مناسب برای مصرف حرفه‌ای در کافه‌ها و رستوران‌ها.   خاستگاه:اندونزی 
 روست:مدیوم 
 طعم:آجیلی ادویه ای"
Cafe Raees,باریستا بلند ۵۰۰ گرمی(۷۰٪ آرابیکا،۳۰٪روبوستا),Colombia,,,Whole bean,500.0,1950000,390000.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; هورکا (سین),https://raeescoffee.com/product/%d8%a8%d8%a7%d8%b1%db%8c%d8%b3%d8%aa%d8%a7-%d8%a8%d9%84%d9%86%d8%af-%db%b5%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c%db%b7%db%b0%d9%aa-%d8%a2%d8%b1%d8%a7%d8%a8%db%8c%da%a9%d8%a7%d8%8c%db%b3%db%b0%d9%aa/,"قهوه باریستا بلند،ترکیبی منحصر به فرد از ۳۰٪ ربوستا و ۷۰٪ ارابیکاست که تعادل ایده آلی از عطر و طعم را ارائه می دهد.این ترکیب با رایحه ای دلنشین،مناسب برای تهیه انواع نوشیدنی ها بر پایه اسپرسو است.باریستا بلند،انتخابی ایده آل برای کسانی است که به دنبال یک تجربه قهوه حرفه ای و با کیفیت هستند.   خاستگاه:آرابیکا کلمبیا ربوستا اندونزی 
 روست:مدیوم 
 طعم:شکلات تلخ آجیلی 
 &nbsp;"
Cafe Raees,هورکا اوگاندا ۵۰۰گرمی(۱۰۰٪ روبوستا),Uganda,,,Whole bean,500.0,,,,True,خرید آنلاین قهوه; فروشگاه آنلاین; هورکا (سین),https://raeescoffee.com/product/%d9%87%d9%88%d8%b1%da%a9%d8%a7-%d8%a7%d9%88%da%af%d8%a7%d9%86%d8%af%d8%a7-%db%b5%db%b0%db%b0%da%af%d8%b1%d9%85%db%8c%db%b1%db%b0%db%b0%d9%aa-%d8%b1%d9%88%d8%a8%d9%88%d8%b3%d8%aa%d8%a7/,"قهوه ای از ۱۰۰٪ دانه های روبوستای با کیفیت کشور اوگاندا،با کافئین بالا،طعمی غنی و بافتی قوی ارائه می دهد.این ترکیب،با عطر دل انگیز و انرژی مضاعف ،انتخابی ایده آل برای افرادی است که به دنبال قهوه ای پرقدرت و نشاط آور هستند.بسته بندی حرفه ای،تازگی و کیفیت دانه ها را حفظ کرده و استفاده از آن را در خانه،محل کار یا سفر کاملا ممکن و لذت بخش می سازد.   خاستگاه:ربوستا اوگاندا سینگل اوریجین 
 روست:مدیوم 
 "
Cafe Raees,قهوه اکستریما بلند ۵۰۰ گرمی(۱۰٪ آرابیکا،۹۰٪روبوستا),Colombia,,,Whole bean,500.0,1250000,250000.0,,False,خرید آنلاین قهوه; فروشگاه آنلاین; هورکا (سین),https://raeescoffee.com/product/%d9%82%d9%87%d9%88%d9%87-%d8%a7%da%a9%d8%b3%d8%aa%d8%b1%db%8c%d9%85%d8%a7-%d8%a8%d9%84%d9%86%d8%af-%db%b5%db%b0%db%b0-%da%af%d8%b1%d9%85%db%8c%db%b1%db%b0%d9%aa-%d8%a2%d8%b1%d8%a7%d8%a8%db%8c%da%a9/,"قهوه اکستریما بلند ترکیبی قوی از ۹۰٪ روبوستا و ۱۰٪ ارابیکاست که طعم شکلات تلخ و کافئین بالایی دارد.این قهوه انتخابی عالی برای کسانی است که به یک نوشیدنی پر انرژی نیاز دارند.قهوه اکستریما بلند،در بسته بندی های استاندارد و با کیفیت و با عطری قوی و طعمی ماندگار،همراه خوبی برای شروع روز یا زمان هایی است که به تمرکز بیشتری نیاز دارید.   خاستگاه:آرابیکا کلمبیا ربوستا اندونزی 
 روست:مدیوم 
 طعم:بادام شکل"
Emkan Roastery,دان قهوه امکان برزیل موگیانا یک کیلویی – بسته 6 عددی,Brazil,Natural,Medium,Whole bean,1000,34629000,3462900.0,,True,قهوه اسپرسو; قهوه برزیل; قهوه تک خاستگاه,https://emkan-coffee.com/product/emkan-brazil-mogiana-6x1kg/,"از منطقه   
   قهوه برزیل موگیانا از یکی از نواحی شناخته‌شده‌ قهوه‌خیز جنوب‌شرقی برزیل می‌آید؛ منطقه‌ای که نام آن با سابقهٔ طولانی تولید قهوه در برزیل گره خورده است. این قهوه در بخش میناس گرایسِ این محدوده و در ارتفاع ۱۰۰۰ تا ۱۱۰۰ متر از سطح دریا کشت شده است. موگیانا در صنعت قهوه‌ برزیل نامی شناخته‌شده دارد و تولید قهوه در این پهنه، مانند بسیاری از مناطق جنوب‌شرقی کشور، بر پایه‌ کشت گسترده‌ گونه‌ "
Emkan Roastery,قهوه تک‌خاستگاه مکزیک چیاپاس – Mexico Chiapas,Mexico,Natural,Medium,Whole bean,250.0,2490000,996000.0,,True,84-89; قهوه تک خاستگاه; قهوه مکزیک,https://emkan-coffee.com/product/mexico-chiapas/,"از منطقه   
  قهوه مکزیک چیاپاس  از ایالت چیاپاس (Chiapas) در جنوب مکزیک، یکی از مهم‌ترین مناطق قهوه‌خیز این کشور، می‌آید. این قهوه در مزرعه  La Reserva ، در نزدیکی  Tapachula  و در ارتفاع ۱۰۰۰ متر از سطح دریا کشت شده و از گونه    Coffea arabica   ، زیرگونه  Obata  و با فرآوری  طبیعی (Natural)  تولید شده است.   
   قهوه در اواخر قرن هجدهم وارد کشور مکزیک شد. منابع رسمی مکزیک سال  ۱۷۹۵  و شهر  Córd"
Emkan Roastery,قهوه تک‌خاستگاه اوگاندا ال‌گن – Uganda Elgon,Uganda,Natural,Medium,Whole bean,250.0,1890000,756000.0,,True,81-84; قهوه اوگاندا; قهوه تک خاستگاه,https://emkan-coffee.com/product/uganda-elgon/,"از منطقه   
  در شرق اوگاندا و در امتداد مرز این کشور با کنیا، کوه اِل‌گُن یکی از مهم‌ترین مناطق کشت قهوه عربیکا در این کشور است. قهوه اوگاندا ال‌گن از دامنه‌های Mount Elgon به دست می‌آید؛ یک آتشفشان خاموش با دامنه‌هایی مرتفع و گسترده که شرایط مناسبی برای کشت قهوه فراهم می‌کند. ارتفاع زیاد، دمای نسبتاً پایین‌تر در نواحی کوهستانی و خاک‌های حاصلخیز با منشأ آتشفشانی، از مهم‌ترین ویژگی‌های طبیعی این م"
Emkan Roastery,قهوه تک‌خاستگاه اتیوپی یرگاچف – Ethiopia Yirgacheffe,Ethiopia,Natural,Medium,Whole bean,250.0,,,,False,قهوه اتیوپی; قهوه تک خاستگاه; قهوه دمی,https://emkan-coffee.com/product/ethiopia-yirgacheffe/,"از منطقه   
  سرزمین اتیوپی خاستگاه قهوه عربیکاست و تنوع اقلیمی و فرهنگی آن باعث شده هر منطقه، شخصیت و هویت طعمی خاص خود را داشته باشد. در میان مناطق مختلف تولید قهوه در اتیوپی، نام  یرگاچف  همواره با کیفیت، اصالت و شهرت جهانی همراه بوده است. منطقه‌ای که سال‌هاست یکی از مهم‌ترین منابع تولید قهوه‌های تخصصی محسوب می‌شود و سهم قابل توجهی در معرفی ظرفیت‌های واقعی قهوه اتیوپی به جهان داشته است. یرگاچف "
Emkan Roastery,قهوه تک‌خاستگاه اتیوپی شکیسو – Ethiopia Shakiso,Ethiopia,Natural,Light,,80.0,1500000,1875000.0,,True,90+; قهوه اتیوپی; قهوه تک خاستگاه; قهوه دمی,https://emkan-coffee.com/product/ethiopia-shakiso/,"از منطقه   
  شَکیسو، در جنوب منطقه گوجی و در استان اورومیای اتیوپی قرار گرفته؛ منطقه‌ای که طی سال‌های اخیر، به یکی از مهم‌ترین خاستگاه‌های قهوه‌ تخصصی و یکی از قطب‌های توسعه فرآوری‌های مدرن در این کشور تبدیل شده است. اما آنچه شَکیسو را از بسیاری از مناطق دیگر اتیوپی متمایز می‌کند، تنها  ارتفاع بالا یا شهرت آن نیست. اهمیت واقعی این منطقه، در ترکیب کم‌تکرار اقلیم، ژنتیک بومی و توانایی حفظ هویت خاست"
Emkan Roastery,قهوه تک‌خاستگاه تانزانیا آروشا – Tanzania Arusha,Tanzania,Natural,Medium,Whole bean,250.0,2400000,960000.0,,True,84-89; قهوه تانزانیا; قهوه تک خاستگاه; قهوه دمی; قهوه عربیکا,https://emkan-coffee.com/product/tanzania-arusha/,"از خاستگاه   
  قهوه تخصصی تانزانیا آروشا از منطقه Arusha در شمال این کشور تأمین شده است. این منطقه‌ به‌دلیل موقعیت جغرافیایی، ارتفاعات بالا و خاک‌های آتشفشانی حاصلخیز، یکی از نواحی مهم تولید قهوه باکیفیت در شرق آفریقا محسوب می‌شود.  
  کشت قهوه در تانزانیا به اواخر قرن نوزدهم بازمی‌گردد و امروزه همچنان بخش عمده‌ای از تولید آن توسط کشاورزان خرد انجام می‌شود. این ساختار تولید، باعث شده هر محصول، با"
Emkan Roastery,قهوه تک‌خاستگاه اتیوپی سیدامو – Ethiopia Sidamo,Ethiopia,Washed,Medium,Whole bean,250.0,,,,False,81-84; قهوه اتیوپی; قهوه تک خاستگاه; قهوه دمی,https://emkan-coffee.com/product/ethiopia-sidamo/,"از منطقه   
  قهوه اتیوپی سیدامو از خاستگاه شناخته‌شده و مورد توجه قهوه‌دوستان، یعنی Sidamo (که امروزه بیشتر با نام رسمی Sidama شناخته می‌شود) در جنوب اتیوپی به‌دست می‌آید؛ منطقه‌ای که به‌عنوان بخشی از زادگاه گونه عربیکا شناخته می‌شود. کشاورزی در این ناحیه عمدتاً توسط مالکان خُرد انجام می‌شود که در ارتفاعات بالا و تحت تأثیر بارش‌های سالانه قابل‌توجه، از شرایط اقلیمی مطلوب برای پرورش قهوه بهره می‌ب"
Emkan Roastery,دان قهوه امکان کلمبیا هویلا یک کیلویی – بسته 6 عددی,Colombia,Washed,Medium,Whole bean,1000,31428000,3142800.0,,True,قهوه اسپرسو; قهوه تک خاستگاه; قهوه کلمبیا,https://emkan-coffee.com/product/emkan-colombia-huila-6x1kg/,"قهوه کلمبیا هویلا   
  این    قهوه تک‌خاستگاه    از منطقه‌ هویلا در جنوب کلمبیا تهیه شده، یکی از پایدارترین و معتبرترین خاستگاه‌ها برای تولید قهوه‌های متعادل. کشت این قهوه در ارتفاع ۱۵۰۰ متر از سطح دریا انجام شده و شرایط اقلیمی آن باعث رشد تدریجی و متوازن گیلاس‌های قهوه می‌شود. زیرگونه‌های قهوه کلمبیا هویلا شامل تیپیکا و کاتورا هستند؛ ترکیبی کلاسیک با بیان طعمی شفاف، شیرینی ذاتی مناسب و سازگاری با"
